09:00:31,33.45,1,1,33.78_34.50_34.60_,4_2_1_,33.25_33.00_32.90_32.88_32.55_,1_2_3_3_4_
09:00:36,33.45,1,1,33.61_33.78_34.50_34.60_,1_4_2_1_,33.29_33.25_33.00_32.90_32.88_,104_1_2_3_3_
09:00:41,33.45,1,1,33.61_33.78_34.50_34.60_,1_2_2_1_,33.29_33.25_33.00_32.90_32.88_,104_1_2_3_3_
09:00:51,33.45,1,1,33.60_33.61_33.78_34.50_34.60_,1_1_2_2_1_,33.29_33.25_33.00_32.90_32.88_,104_1_2_3_3_
09:01:42,33.45,1,1,33.60_33.61_33.78_34.50_34.60_,1_1_2_2_1_,33.29_33.00_32.90_32.88_32.55_,104_2_3_3_4_
09:06:35,33.45,1,1,33.49_33.54_33.59_33.60_33.61_,20_20_26_1_1_,33.29_33.18_33.13_33.08_33.00_,104_20_20_20_2_
09:06:40,33.45,1,1,33.49_33.54_33.59_33.60_33.61_,29_24_21_1_1_,33.29_33.18_33.13_33.08_33.00_,104_20_20_20_2_
09:06:45,33.45,1,1,33.48_33.53_33.58_33.60_33.61_,20_26_29_1_1_,33.29_33.17_33.12_33.07_33.00_,104_20_20_20_2_
09:06:55,33.45,1,1,33.48_33.53_33.58_33.60_33.61_,20_26_29_1_1_,33.29_33.16_33.11_33.06_33.00_,104_20_20_20_2_
09:07:06,33.45,1,1,33.48_33.53_33.58_33.60_33.61_,22_26_26_1_1_,33.29_33.17_33.12_33.07_33.00_,104_20_20_20_2_
09:07:21,33.45,1,1,33.47_33.52_33.57_33.60_33.61_,30_29_25_1_1_,33.29_33.16_33.11_33.06_33.00_,104_20_20_20_2_
09:07:36,33.45,1,1,33.47_33.52_33.57_33.61_33.78_,30_29_25_1_2_,33.29_33.16_33.11_33.06_33.00_,104_20_20_20_2_
09:07:42,33.45,1,1,33.48_33.53_33.58_33.61_33.78_,26_22_30_1_2_,33.29_33.17_33.12_33.07_33.00_,104_20_20_20_2_
09:07:47,33.45,1,1,33.47_33.52_33.61_33.78_34.50_,24_28_1_2_2_,33.29_33.00_32.90_32.88_32.55_,104_2_3_3_4_
09:08:02,33.45,1,1,33.47_33.52_33.57_33.61_33.78_,32_22_24_1_2_,33.29_33.16_33.11_33.06_33.00_,104_20_20_20_2_
09:08:23,33.45,1,1,33.46_33.47_33.51_33.56_33.78_,26_2_27_29_2_,33.15_33.10_33.05_33.00_32.90_,20_20_20_2_3_
09:08:28,33.45,1,1,33.47_33.48_33.53_33.58_33.61_,2_27_24_22_1_,33.29_33.16_33.11_33.06_33.00_,104_20_20_20_2_
09:08:33,33.45,1,1,33.47_33.48_33.53_33.58_33.61_,2_27_24_22_1_,33.29_33.00_32.90_32.88_32.55_,104_2_3_3_4_
09:08:38,33.45,1,1,33.47_33.49_33.54_33.59_33.61_,2_28_27_29_1_,33.29_33.18_33.13_33.08_33.00_,104_20_20_20_2_
09:08:43,33.45,1,1,33.47_33.48_33.53_33.58_33.61_,2_21_30_27_1_,33.29_33.17_33.12_33.07_33.00_,104_20_20_20_2_
09:08:48,33.45,1,1,33.47_33.48_33.53_33.58_33.61_,2_21_30_27_1_,33.29_33.00_32.90_32.88_32.55_,104_2_3_3_4_
09:08:53,33.45,1,1,33.47_33.49_33.54_33.59_33.61_,2_26_21_21_1_,33.29_33.18_33.13_33.08_33.00_,104_20_20_20_2_
09:09:09,33.45,1,1,33.47_33.48_33.53_33.58_33.61_,2_27_28_20_1_,33.29_33.17_33.12_33.07_33.00_,104_20_20_20_2_
09:09:14,33.45,1,1,33.47_33.61_33.78_34.50_34.60_,2_1_2_2_1_,33.29_33.17_33.12_33.07_33.00_,104_20_20_20_2_
09:09:19,33.45,1,1,33.47_33.49_33.54_33.59_33.61_,2_20_24_23_1_,33.29_33.17_33.12_33.07_33.00_,104_20_20_20_2_
09:09:29,33.45,1,1,33.47_33.48_33.53_33.58_33.61_,2_20_21_25_1_,33.29_33.00_32.90_32.88_32.55_,104_2_3_3_4_
