09:00:05,35.86,1,1,38.00_,1_,35.52_33.85_33.50_33.15_33.01_,99_3_4_5_2_
09:00:10,35.86,1,1,36.03_38.00_,1_1_,35.69_33.85_33.50_33.15_33.01_,99_3_4_5_2_
09:03:10,35.86,1,1,36.03_38.00_,1_1_,35.69_33.85_33.50_33.15_33.01_,99_3_4_5_2_
09:04:21,36.28,1,3,36.46_36.53_36.54_38.00_,1_10_10_1_,36.27_36.26_36.25_36.10_33.85_,10_10_10_99_3_
09:04:42,36.28,1,3,36.46_36.50_36.51_38.00_,1_10_10_1_,36.25_36.24_36.23_36.10_33.85_,10_10_10_99_3_
09:04:57,36.28,1,3,36.46_36.51_36.52_38.00_,1_10_10_1_,36.25_36.24_36.23_36.10_33.85_,10_10_10_99_3_
09:05:13,36.28,1,3,36.46_36.47_36.48_38.00_,1_10_10_1_,36.22_36.21_36.20_36.10_33.85_,10_10_10_99_3_
09:09:14,36.28,1,3,36.46_36.55_36.56_38.00_,1_10_10_1_,36.30_36.29_36.28_36.10_33.85_,10_10_10_99_3_
09:09:40,36.28,1,3,36.46_36.55_36.56_38.00_,1_10_10_1_,36.29_36.28_36.27_36.10_33.85_,10_10_10_99_3_
09:09:55,36.28,1,3,36.45_36.46_36.56_36.57_38.00_,10_1_10_10_1_,36.30_36.29_36.28_36.13_36.10_,10_10_10_10_99_
09:10:05,36.28,1,3,36.46_36.56_36.57_38.00_,1_10_10_1_,36.31_36.30_36.29_36.14_36.10_,10_10_10_10_99_
09:10:10,36.28,1,3,36.46_36.57_36.58_38.00_,11_10_10_1_,36.31_36.30_36.29_36.14_36.10_,10_10_10_10_99_
09:10:15,36.28,1,3,36.45_36.46_36.55_36.56_38.00_,10_1_10_10_1_,36.30_36.29_36.28_36.13_36.10_,10_10_10_10_99_
09:11:02,36.31,1,4,36.47_36.49_36.58_36.59_38.00_,10_1_10_10_1_,36.32_36.31_36.30_36.15_36.13_,10_10_10_10_99_
09:12:03,36.31,1,4,36.47_36.49_36.58_36.59_38.00_,10_1_10_10_1_,36.32_36.31_36.30_36.15_36.13_,10_10_10_10_99_
09:13:56,36.31,1,4,36.49_36.59_36.70_36.71_38.00_,1_10_10_10_1_,36.44_36.43_36.42_36.27_36.13_,10_10_10_10_99_
09:14:06,36.31,1,4,36.49_36.59_36.70_36.71_38.00_,1_10_10_10_1_,36.44_36.43_36.42_36.27_36.13_,10_10_10_10_99_
09:15:13,36.31,1,4,36.49_36.56_36.67_36.68_38.00_,1_10_10_10_1_,36.41_36.40_36.39_36.24_36.13_,10_10_10_10_99_
09:15:18,36.31,1,4,36.49_36.57_36.67_36.68_38.00_,1_10_10_10_1_,36.41_36.40_36.39_36.25_36.13_,10_10_10_10_99_
09:15:23,36.31,1,4,36.49_36.57_36.67_36.68_38.00_,1_10_10_10_1_,36.42_36.41_36.40_36.25_36.13_,10_10_10_10_99_
09:15:39,36.31,1,4,36.49_36.56_36.66_36.67_38.00_,1_10_10_10_1_,36.41_36.40_36.39_36.24_36.13_,10_10_10_10_99_
09:16:04,36.31,1,4,36.49_36.67_36.68_38.00_,1_10_10_1_,36.41_36.40_36.39_36.13_33.85_,10_10_10_99_3_
09:16:15,36.31,1,4,36.49_36.65_36.66_38.00_,1_10_10_1_,36.40_36.39_36.38_36.13_33.85_,10_10_10_99_3_
09:16:20,36.31,1,4,36.49_36.66_36.67_38.00_,1_10_10_1_,36.41_36.40_36.39_36.13_33.85_,10_10_10_99_3_
09:16:25,36.31,1,4,36.49_36.66_36.67_38.00_,1_10_10_1_,36.40_36.39_36.38_36.13_33.85_,10_10_10_99_3_
09:16:30,36.31,1,4,36.49_36.65_36.66_38.00_,1_10_10_1_,36.40_36.39_36.38_36.13_33.85_,10_10_10_99_3_
09:16:35,36.31,1,4,36.49_36.65_36.66_38.00_,1_10_10_1_,36.39_36.38_36.37_36.13_33.85_,10_10_10_99_3_
09:16:40,36.31,1,4,36.49_36.66_36.67_38.00_,1_10_10_1_,36.40_36.39_36.38_36.13_33.85_,10_10_10_99_3_
