09:00:00,38.50,137,137,38.51_38.54_38.55_38.56_38.57_,1_1_6_1_1_,38.50_38.49_38.48_38.47_38.46_,3_93_137_58_53_
09:00:30,38.57,2,179,38.58_38.59_38.60_38.61_38.62_,6_1_153_2_3_,38.57_38.54_38.52_38.51_38.50_,497_1_58_86_80_
09:00:51,38.59,4,191,38.60_38.61_38.62_38.63_38.64_,153_2_3_4_3_,38.58_38.57_38.56_38.55_38.54_,7_1_549_10_50_
09:01:06,38.60,32,225,38.60_38.61_38.62_38.63_38.64_,142_2_3_4_3_,38.59_38.58_38.57_38.56_38.55_,1_16_1_2_60_
09:01:16,38.61,23,390,38.62_38.63_38.64_38.65_38.66_,3_4_3_5_3_,38.61_38.60_38.59_38.58_38.56_,4_266_1_24_3_
09:01:27,38.62,2,395,38.62_38.63_38.64_38.65_38.66_,1_4_3_5_3_,38.61_38.60_38.59_38.58_38.56_,26_268_1_24_3_
09:01:47,38.62,12,413,38.62_38.63_38.64_38.65_38.66_,90_105_3_5_3_,38.61_38.60_38.59_38.58_38.56_,36_298_1_14_3_
09:01:58,38.62,1,419,38.63_38.64_38.65_38.66_38.67_,6_105_106_3_2_,38.62_38.61_38.60_38.59_38.58_,14_36_278_1_14_
09:02:08,38.62,46,465,38.63_38.64_38.65_38.66_38.67_,7_105_106_3_52_,38.62_38.61_38.60_38.59_38.58_,5_36_283_1_14_
09:02:28,38.61,30,518,38.62_38.63_38.64_38.65_38.66_,9_23_3_106_104_,38.61_38.60_38.58_38.57_38.56_,6_281_14_105_657_
09:02:49,38.62,2,620,38.66_38.67_38.68_38.69_38.70_,104_147_50_106_131_,38.62_38.61_38.60_38.59_38.58_,43_2_333_56_169_
09:03:50,38.66,9,705,38.67_38.68_38.69_38.70_38.71_,2_2_10_84_4_,38.66_38.65_38.64_38.63_38.62_,492_124_154_57_61_
09:04:11,38.66,100,820,38.67_38.68_38.69_38.70_38.71_,5_2_12_85_4_,38.66_38.65_38.64_38.63_38.62_,28_237_155_57_91_
09:04:21,38.68,2,829,38.69_38.70_38.71_38.72_38.73_,15_85_4_14_5_,38.68_38.67_38.66_38.65_38.64_,55_162_709_79_50_
09:04:57,38.70,1,872,38.70_38.71_38.72_38.73_38.74_,84_51_64_149_104_,38.69_38.67_38.65_38.64_38.63_,14_10_133_703_109_
09:05:07,38.68,35,908,38.68_38.69_38.70_38.71_38.72_,116_150_126_54_64_,38.67_38.65_38.63_38.62_38.61_,10_29_6_32_51_
09:05:38,38.65,2,987,38.66_38.68_38.69_38.70_38.71_,25_13_31_131_158_,38.65_38.63_38.62_38.61_38.60_,17_168_245_102_310_
09:06:29,38.65,2,1163,38.67_38.68_38.69_38.70_38.71_,34_157_214_132_57_,38.65_38.63_38.62_38.61_38.60_,271_6_2_556_473_
09:06:49,38.68,269,1496,38.69_38.70_38.71_38.72_38.73_,214_128_57_65_55_,38.68_38.67_38.66_38.65_38.63_,131_306_10_22_6_
09:07:00,38.68,103,1749,38.69_38.70_38.71_38.72_38.73_,170_128_54_57_55_,38.68_38.67_38.66_38.65_38.63_,148_57_10_21_57_
09:07:30,38.68,7,1921,38.68_38.69_38.70_38.71_38.72_,11_107_132_209_65_,38.67_38.66_38.65_38.63_38.62_,56_260_28_505_107_
09:07:51,38.67,46,1982,38.67_38.68_38.69_38.70_38.71_,13_174_218_143_108_,38.66_38.65_38.64_38.63_38.62_,10_27_250_6_2_
09:08:06,38.66,9,2012,38.66_38.67_38.68_38.69_38.70_,9_50_79_319_246_,38.65_38.64_38.63_38.62_38.61_,27_250_6_2_105_
09:08:27,38.66,10,2028,38.66_38.67_38.68_38.69_38.70_,44_149_205_217_150_,38.65_38.64_38.63_38.62_38.60_,27_250_6_2_262_
09:08:37,38.66,1,2029,38.66_38.67_38.68_38.69_38.70_,20_45_252_318_150_,38.65_38.64_38.63_38.62_38.60_,27_250_6_2_367_
09:08:47,38.66,6,2043,38.66_38.67_38.68_38.69_38.70_,7_50_302_317_150_,38.65_38.64_38.63_38.62_38.60_,27_250_6_2_866_
09:09:18,38.67,1,2062,38.67_38.68_38.69_38.70_38.71_,7_108_315_295_108_,38.66_38.65_38.63_38.62_38.61_,261_26_6_107_656_
09:09:28,38.67,1,2070,38.68_38.69_38.70_38.71_38.72_,107_319_297_108_114_,38.67_38.66_38.65_38.63_38.62_,250_13_26_6_606_
09:09:49,38.67,7,2078,38.68_38.69_38.70_38.71_38.72_,109_218_297_209_114_,38.67_38.66_38.65_38.63_38.62_,248_13_26_106_107_
09:09:59,38.67,1,2079,38.68_38.69_38.70_38.71_38.72_,108_221_294_209_114_,38.67_38.66_38.65_38.63_38.62_,247_13_26_106_107_
09:10:09,38.68,43,2123,38.68_38.69_38.70_38.71_38.72_,67_216_297_209_114_,38.67_38.66_38.65_38.63_38.62_,256_13_26_106_107_
09:10:50,38.67,106,2382,38.67_38.68_38.69_38.70_38.71_,15_64_216_292_209_,38.66_38.65_38.63_38.62_38.61_,13_27_106_107_661_
09:11:00,38.66,2,2429,38.68_38.69_38.70_38.71_38.72_,64_220_294_209_203_,38.66_38.65_38.63_38.62_38.61_,261_32_106_107_662_
09:11:10,38.66,2,2431,38.67_38.68_38.69_38.70_38.71_,5_64_225_292_209_,38.66_38.65_38.63_38.62_38.61_,259_32_106_107_656_
09:11:21,38.66,2,2431,38.67_38.68_38.69_38.70_38.71_,7_65_230_299_209_,38.66_38.65_38.63_38.62_38.61_,259_32_106_107_658_
09:11:31,38.66,2,2431,38.67_38.68_38.69_38.70_38.71_,7_65_225_292_209_,38.66_38.65_38.63_38.62_38.61_,259_32_106_107_659_
09:11:36,38.66,20,2451,38.67_38.68_38.69_38.70_38.71_,7_65_226_296_209_,38.66_38.65_38.63_38.62_38.61_,239_32_106_107_661_
09:12:38,38.66,2,2556,38.66_38.67_38.68_38.69_38.70_,38_19_212_377_149_,38.65_38.63_38.62_38.60_38.59_,281_106_2_422_658_
09:12:48,38.66,15,2711,38.67_38.68_38.69_38.70_38.71_,17_167_331_193_108_,38.66_38.65_38.63_38.62_38.61_,235_31_106_2_550_
09:12:58,38.66,10,2723,38.67_38.68_38.69_38.70_38.71_,19_65_224_297_209_,38.66_38.65_38.63_38.62_38.61_,223_35_106_107_653_
09:13:08,38.66,1,2725,38.67_38.68_38.69_38.70_38.71_,24_65_230_300_209_,38.66_38.65_38.63_38.62_38.61_,221_35_106_107_660_
09:13:29,38.67,5,2733,38.67_38.68_38.69_38.70_38.71_,19_65_332_300_108_,38.66_38.65_38.63_38.62_38.61_,218_35_106_107_156_
09:13:39,38.67,19,2753,38.68_38.69_38.70_38.71_38.72_,66_326_243_108_203_,38.67_38.66_38.65_38.63_38.62_,16_218_35_106_107_
09:14:00,38.68,50,2804,38.68_38.69_38.70_38.71_38.72_,22_281_245_158_203_,38.67_38.66_38.65_38.63_38.62_,266_10_35_106_163_
09:14:10,38.68,50,2804,38.68_38.69_38.70_38.71_38.72_,23_281_250_157_203_,38.67_38.66_38.65_38.63_38.62_,266_10_35_106_165_
09:14:30,38.67,2,2818,38.68_38.69_38.70_38.71_38.72_,12_179_99_209_304_,38.67_38.66_38.65_38.63_38.62_,266_10_38_211_106_
09:14:51,38.68,8,2850,38.69_38.70_38.71_38.72_38.73_,227_250_209_203_73_,38.68_38.67_38.66_38.65_38.63_,7_266_10_33_211_
09:15:06,38.68,1,2852,38.69_38.70_38.71_38.72_38.73_,225_247_209_203_73_,38.68_38.67_38.66_38.65_38.63_,5_266_10_33_211_
09:15:16,38.68,3,2856,38.69_38.70_38.71_38.72_38.73_,228_244_209_204_73_,38.68_38.67_38.66_38.65_38.63_,1_266_10_33_106_
09:15:37,38.66,10,2897,38.66_38.67_38.68_38.69_38.70_,141_194_58_229_149_,38.65_38.64_38.63_38.62_38.60_,33_250_106_1_266_
09:15:47,38.64,5,2936,38.64_38.65_38.66_38.67_38.68_,142_151_51_50_60_,38.63_38.62_38.60_38.58_38.57_,106_251_266_4_104_
09:15:57,38.63,1,2937,38.64_38.65_38.66_38.67_38.68_,152_200_51_50_60_,38.63_38.62_38.60_38.58_38.57_,105_1_516_4_105_
09:16:08,38.63,1,2938,38.64_38.65_38.66_38.67_38.68_,202_193_70_50_59_,38.63_38.62_38.60_38.58_38.56_,104_3_516_4_164_
09:16:18,38.63,103,3042,38.63_38.64_38.65_38.66_38.67_,4_206_94_69_50_,38.62_38.60_38.58_38.56_38.55_,3_516_4_61_165_
09:16:28,38.61,50,3092,38.62_38.63_38.64_38.65_38.66_,1_4_152_198_50_,38.61_38.60_38.58_38.56_38.55_,203_266_4_162_159_
09:16:59,38.60,5,3103,38.61_38.63_38.64_38.65_38.66_,18_103_206_99_50_,38.60_38.58_38.56_38.55_38.54_,518_4_60_658_154_
09:18:00,38.60,2,3200,38.63_38.64_38.65_38.66_38.67_,201_201_50_50_50_,38.61_38.60_38.58_38.56_38.55_,4_541_7_3_679_
09:18:21,38.61,5,3205,38.63_38.64_38.65_38.66_38.67_,200_205_100_50_68_,38.61_38.60_38.58_38.56_38.55_,2_291_257_3_180_
09:18:31,38.60,203,3439,38.61_38.62_38.63_38.64_38.65_,92_97_51_55_100_,38.60_38.58_38.57_38.56_38.55_,59_7_250_4_25_
09:18:36,38.59,59,3498,38.59_38.60_38.61_38.62_38.63_,44_101_98_92_51_,38.58_38.56_38.55_38.53_38.52_,257_4_25_53_54_
09:18:51,38.59,20,3518,38.59_38.60_38.61_38.62_38.63_,196_199_52_50_51_,38.58_38.57_38.56_38.55_38.52_,7_2_254_25_104_
09:19:17,38.53,5,3576,38.55_38.56_38.57_38.58_38.59_,1_45_98_99_50_,38.53_38.50_38.49_38.48_38.47_,231_346_109_617_53_
09:19:27,38.58,20,3598,38.58_38.59_38.60_38.61_38.62_,80_197_194_68_68_,38.55_38.54_38.51_38.50_38.49_,10_251_104_399_56_
09:20:08,38.52,22,3724,38.52_38.53_38.54_38.55_38.56_,26_50_152_57_50_,38.51_38.50_38.49_38.48_38.46_,10_236_255_60_1_
09:20:49,38.55,5,3734,38.55_38.56_38.57_38.58_38.59_,2_150_197_73_69_,38.53_38.52_38.51_38.50_38.49_,10_7_25_263_5_
09:21:09,38.55,5,3734,38.55_38.56_38.57_38.58_38.59_,2_149_201_73_69_,38.54_38.53_38.52_38.51_38.50_,1_13_8_28_264_
