09:03:17,28.70,1,5,30.68_,2_,28.42_28.28_28.14_28.04_28.02_,109_9_3_1_4_
09:03:22,28.70,1,5,28.84_30.68_,1_2_,28.56_28.40_28.28_28.14_28.04_,109_1_9_3_1_
09:03:43,28.70,1,5,30.68_,2_,28.85_28.40_28.28_28.14_28.04_,1_1_9_3_1_
09:03:53,28.84,1,6,28.98_30.68_,1_2_,28.70_28.40_28.28_28.14_28.04_,109_1_9_3_1_
09:04:09,28.84,1,6,28.98_30.68_,2_2_,28.70_28.40_28.28_28.14_28.04_,109_1_9_3_1_
09:04:39,28.84,1,6,28.98_30.68_,1_6_,28.70_28.40_28.28_28.14_28.04_,109_1_9_3_1_
09:05:41,28.84,1,6,28.98_30.68_,1_6_,28.70_28.41_28.40_28.29_28.28_,109_2_1_2_9_
09:06:38,28.84,1,6,30.68_,6_,28.41_28.40_28.29_28.28_28.15_,2_1_2_9_2_
09:07:29,28.84,1,6,28.98_30.68_,1_6_,28.70_28.60_28.41_28.40_28.29_,109_2_2_1_2_
09:08:31,28.84,1,6,28.98_30.68_,1_6_,28.70_28.60_28.41_28.40_28.29_,109_2_2_1_2_
09:10:08,28.84,1,6,28.98_30.68_,1_6_,28.70_28.60_28.41_28.40_28.29_,109_2_2_1_2_
09:11:15,29.10,1,8,29.23_29.24_30.68_,4_1_2_,28.96_28.60_28.41_28.40_28.29_,109_2_2_1_2_
09:12:17,29.10,1,8,29.23_29.24_30.68_,4_1_2_,28.96_28.60_28.41_28.40_28.29_,109_2_2_1_2_
09:13:54,29.10,1,8,29.23_29.24_30.68_,4_1_2_,28.96_28.60_28.41_28.40_28.29_,109_2_2_1_2_
09:15:32,29.10,1,8,29.23_29.24_30.68_,4_1_2_,28.96_28.60_28.41_28.40_28.29_,109_2_2_1_2_
09:19:13,29.10,1,8,29.23_29.24_30.68_,4_1_2_,28.96_28.60_28.41_28.40_28.29_,109_2_2_1_2_
09:19:34,29.10,1,8,29.23_30.68_,4_2_,28.96_28.60_28.41_28.40_28.29_,109_2_2_1_2_
09:19:39,29.10,1,8,29.23_29.24_30.68_,4_1_2_,28.96_28.60_28.41_28.40_28.29_,109_2_2_1_2_
09:19:59,29.10,1,8,29.23_29.24_30.68_,4_1_2_,28.60_28.41_28.40_28.29_28.28_,2_2_1_2_9_
09:20:04,29.10,1,8,29.23_29.24_30.68_,4_1_2_,28.96_28.60_28.41_28.40_28.29_,109_2_2_1_2_
09:23:04,29.10,1,8,29.16_29.23_29.24_30.68_,8_4_1_2_,28.97_28.96_28.88_28.60_28.41_,10_109_8_2_2_
09:24:36,29.10,1,8,29.15_29.16_30.68_,4_8_2_,28.97_28.88_28.60_28.41_28.40_,10_8_2_2_1_
09:24:47,29.10,1,8,29.15_29.16_29.24_30.68_,4_8_1_2_,28.96_28.88_28.60_28.41_28.40_,109_8_2_2_1_
09:25:07,29.10,1,8,29.12_29.15_29.24_30.68_,8_4_1_2_,28.96_28.84_28.60_28.41_28.40_,109_8_2_2_1_
09:25:59,29.12,2,10,29.15_29.26_30.68_,12_1_2_,28.98_28.87_28.60_28.41_28.40_,109_8_2_2_1_
09:30:15,29.12,2,10,29.15_29.24_29.26_30.68_,4_8_1_2_,28.98_28.95_28.60_28.41_28.40_,109_8_2_2_1_
09:30:45,29.12,2,10,29.15_29.20_29.26_30.68_,4_8_1_2_,28.98_28.92_28.60_28.41_28.40_,109_8_2_2_1_
09:31:06,29.12,2,10,29.15_29.20_30.68_,4_8_2_,28.92_28.60_28.41_28.40_28.29_,8_2_2_1_2_
09:31:11,29.12,2,10,29.15_29.20_29.26_30.68_,4_8_1_2_,28.98_28.92_28.60_28.41_28.40_,109_8_2_2_1_
09:32:13,29.12,2,10,29.15_29.20_29.26_30.68_,4_8_1_2_,28.98_28.92_28.60_28.41_28.40_,109_8_2_2_1_
09:33:14,29.12,2,10,29.15_29.26_30.68_,4_9_2_,28.98_28.97_28.60_28.41_28.40_,109_8_2_2_1_
09:33:40,29.12,2,10,29.15_29.26_30.68_,4_9_2_,28.98_28.97_28.60_28.41_28.40_,109_8_2_2_1_
09:34:36,29.12,2,10,29.15_29.23_29.26_30.68_,4_8_1_2_,28.98_28.94_28.60_28.41_28.40_,109_8_2_2_1_
09:34:56,29.12,2,10,29.15_29.23_30.68_,4_8_2_,28.94_28.60_28.41_28.40_28.29_,8_2_2_1_2_
09:35:02,29.12,2,10,29.15_29.23_29.26_30.68_,4_8_1_2_,28.98_28.94_28.60_28.41_28.40_,109_8_2_2_1_
09:35:07,29.12,2,10,29.19_29.23_29.26_29.27_30.68_,4_8_1_8_2_,28.99_28.98_28.94_28.60_28.41_,8_109_8_2_2_
09:35:37,29.12,2,10,29.19_29.26_30.68_,4_1_2_,28.98_28.60_28.41_28.40_28.29_,109_2_2_1_2_
09:37:00,29.12,2,10,29.19_29.26_29.27_30.68_30.78_,4_1_8_2_1_,28.99_28.98_28.60_28.41_28.40_,8_109_2_2_1_
09:37:15,29.12,2,10,29.19_29.23_29.26_30.68_30.78_,4_8_1_2_1_,28.98_28.95_28.60_28.41_28.40_,109_8_2_2_1_
09:37:20,29.12,2,10,29.19_29.23_29.26_30.58_30.68_,4_8_1_1_2_,28.98_28.95_28.60_28.41_28.40_,109_8_2_2_1_
09:37:36,29.12,2,10,29.19_29.23_29.26_30.58_30.68_,4_8_1_1_2_,29.07_28.98_28.95_28.60_28.41_,1_109_8_2_2_
09:38:27,29.12,2,10,29.19_29.20_29.26_30.58_30.68_,4_8_1_1_2_,29.07_28.98_28.92_28.60_28.41_,1_109_8_2_2_
09:39:59,29.12,2,10,29.19_29.21_29.26_30.58_30.68_,4_8_1_1_2_,29.07_28.98_28.93_28.60_28.41_,1_109_8_2_2_
